user_id,item_id,rating,reward
1,49,1,0.0
1,126,1,0.0
3,192,3,0.0
9,162,2,0.0
10,965,2,0.0
11,241,2,0.0
11,875,1,0.0
12,860,3,0.0
19,97,2,0.0
22,954,1,0.0
27,130,4,1.0
27,469,2,0.0
28,514,3,0.0
29,102,4,1.0
32,73,1,0.0
33,260,3,0.0
33,407,2,0.0
39,947,1,0.0
40,99,2,0.0
42,954,1,0.0
44,781,5,1.0
45,553,1,0.0
49,27,1,0.0
49,163,1,0.0
50,152,1,0.0
52,43,1,0.0
52,66,1,0.0
55,630,1,0.0
56,528,1,0.0
60,568,1,0.0
61,14,4,1.0
61,809,3,0.0
63,849,3,0.0
65,525,1,0.0
67,186,1,0.0
68,887,1,0.0
72,455,4,1.0
73,304,5,1.0
75,378,3,0.0
76,194,2,0.0
77,457,4,1.0
80,235,3,0.0
80,419,2,0.0
85,354,2,0.0
87,428,2,0.0
87,666,2,0.0
89,686,2,0.0
90,608,2,0.0
92,841,1,0.0
96,430,1,0.0
96,503,3,0.0
98,582,2,0.0
101,387,1,0.0
104,18,1,0.0
104,28,1,0.0
105,797,2,0.0
105,999,1,0.0
106,550,1,0.0
106,815,2,0.0
109,946,3,0.0
110,712,2,0.0
113,181,1,0.0
114,352,2,0.0
115,149,2,0.0
116,618,2,0.0
117,8,3,0.0
118,173,1,0.0
118,695,1,0.0
125,431,4,1.0
125,926,1,0.0
125,999,1,0.0
126,478,1,0.0
127,765,2,0.0
129,471,4,1.0
129,837,5,1.0
132,48,1,0.0
132,676,1,0.0
136,160,1,0.0
137,543,1,0.0
139,231,2,0.0
139,270,3,0.0
139,474,3,0.0
139,935,3,0.0
140,170,1,0.0
140,769,1,0.0
142,424,2,0.0
147,792,1,0.0
149,819,3,0.0
149,994,3,0.0
150,755,2,0.0
153,502,1,0.0
154,236,1,0.0
154,373,2,0.0
154,525,1,0.0
155,40,1,0.0
158,263,1,0.0
161,583,1,0.0
168,232,1,0.0
170,947,1,0.0
172,364,1,0.0
175,502,1,0.0
177,418,1,0.0
178,554,1,0.0
182,817,1,0.0
183,657,2,0.0
184,552,2,0.0
188,775,3,0.0
190,203,3,0.0
190,224,3,0.0
192,199,3,0.0
196,330,1,0.0
198,831,1,0.0
199,371,2,0.0
202,9,1,0.0
204,225,1,0.0
204,242,1,0.0
207,216,1,0.0
208,988,3,0.0
209,842,3,0.0
212,330,2,0.0
212,716,2,0.0
214,731,2,0.0
215,738,1,0.0
216,144,1,0.0
219,295,1,0.0
222,543,1,0.0
222,556,1,0.0
222,729,1,0.0
222,740,1,0.0
223,72,1,0.0
224,52,1,0.0
225,511,1,0.0
226,372,1,0.0
226,619,1,0.0
229,424,2,0.0
229,589,1,0.0
231,590,1,0.0
233,321,1,0.0
236,815,1,0.0
241,254,2,0.0
242,259,3,0.0
243,147,3,0.0
248,696,2,0.0
250,992,3,0.0
251,524,1,0.0
256,110,1,0.0
260,673,2,0.0
260,759,2,0.0
263,694,1,0.0
264,164,3,0.0
265,199,1,0.0
265,720,2,0.0
267,15,1,0.0
268,364,2,0.0
269,819,2,0.0
270,115,1,0.0
273,859,3,0.0
273,867,1,0.0
274,657,2,0.0
275,443,1,0.0
276,768,1,0.0
277,605,1,0.0
277,669,1,0.0
280,968,2,0.0
281,672,2,0.0
283,482,1,0.0
287,556,1,0.0
289,780,2,0.0
292,323,1,0.0
295,645,1,0.0
299,435,1,0.0
300,550,1,0.0
301,178,1,0.0
303,474,2,0.0
304,100,1,0.0
305,847,2,0.0
306,564,3,0.0
307,961,1,0.0
310,956,2,0.0
310,987,3,0.0
316,285,1,0.0
319,49,2,0.0
319,102,2,0.0
319,701,1,0.0
320,256,4,1.0
322,22,2,0.0
329,839,2,0.0
334,338,2,0.0
337,132,1,0.0
339,246,1,0.0
339,505,1,0.0
340,805,3,0.0
341,904,1,0.0
342,11,2,0.0
345,508,3,0.0
350,253,1,0.0
350,663,1,0.0
352,640,1,0.0
353,510,1,0.0
353,964,5,1.0
358,816,4,1.0
362,692,1,0.0
363,403,1,0.0
364,518,1,0.0
366,653,2,0.0
369,935,1,0.0
370,154,2,0.0
371,936,2,0.0
373,598,1,0.0
376,760,3,0.0
379,828,1,0.0
384,998,1,0.0
389,296,1,0.0
390,822,1,0.0
397,373,5,1.0
401,561,2,0.0
402,376,2,0.0
402,547,2,0.0
402,975,1,0.0
403,870,1,0.0
404,807,1,0.0
406,84,2,0.0
406,979,1,0.0
408,21,1,0.0
410,674,1,0.0
412,355,1,0.0
415,754,2,0.0
417,409,1,0.0
417,746,1,0.0
420,74,2,0.0
421,602,4,1.0
422,107,2,0.0
423,972,2,0.0
425,628,1,0.0
430,76,1,0.0
432,601,5,1.0
434,411,2,0.0
434,825,3,0.0
439,417,1,0.0
440,25,3,0.0
442,99,1,0.0
447,128,3,0.0
447,440,2,0.0
450,313,2,0.0
450,874,3,0.0
451,234,1,0.0
452,657,4,1.0
455,630,1,0.0
457,155,2,0.0
458,574,3,0.0
461,790,1,0.0
462,799,3,0.0
464,554,3,0.0
465,935,2,0.0
466,221,1,0.0
467,40,1,0.0
473,992,1,0.0
475,160,1,0.0
475,272,1,0.0
484,464,1,0.0
488,722,1,0.0
489,263,2,0.0
491,80,1,0.0
495,433,2,0.0
495,980,2,0.0
499,406,1,0.0
501,297,1,0.0
502,525,3,0.0
506,226,4,1.0
506,742,1,0.0
506,751,4,1.0
507,844,3,0.0
513,142,3,0.0
514,735,1,0.0
515,432,1,0.0
515,821,1,0.0
518,140,3,0.0
518,154,2,0.0
520,168,1,0.0
524,258,1,0.0
526,714,1,0.0
527,95,1,0.0
529,377,1,0.0
531,16,1,0.0
531,445,1,0.0
532,508,1,0.0
536,154,1,0.0
540,192,3,0.0
546,143,1,0.0
546,620,1,0.0
547,840,1,0.0
548,671,2,0.0
553,273,1,0.0
553,716,3,0.0
554,830,1,0.0
555,898,2,0.0
557,641,1,0.0
558,637,1,0.0
561,398,2,0.0
561,589,2,0.0
563,339,1,0.0
567,391,4,1.0
571,888,1,0.0
573,595,3,0.0
573,772,5,1.0
576,298,1,0.0
579,623,2,0.0
579,658,1,0.0
580,995,3,0.0
581,293,1,0.0
584,950,3,0.0
585,356,1,0.0
586,935,2,0.0
588,250,2,0.0
590,895,4,1.0
592,499,1,0.0
593,677,1,0.0
596,496,2,0.0
599,565,3,0.0
605,547,3,0.0
606,205,3,0.0
606,779,1,0.0
607,880,3,0.0
609,138,1,0.0
610,51,2,0.0
610,337,1,0.0
611,106,1,0.0
611,602,1,0.0
612,368,3,0.0
614,35,2,0.0
615,398,1,0.0
617,259,1,0.0
618,414,2,0.0
622,563,2,0.0
624,460,2,0.0
624,940,4,1.0
626,826,1,0.0
627,881,1,0.0
629,761,2,0.0
630,117,1,0.0
631,757,4,1.0
632,44,1,0.0
635,28,4,1.0
636,552,3,0.0
642,727,1,0.0
643,397,2,0.0
644,146,3,0.0
649,807,2,0.0
651,251,1,0.0
664,224,1,0.0
667,436,4,1.0
667,940,2,0.0
668,193,3,0.0
670,342,2,0.0
672,978,1,0.0
675,667,1,0.0
677,913,1,0.0
678,3,2,0.0
679,648,3,0.0
679,960,1,0.0
680,345,1,0.0
681,217,1,0.0
683,526,1,0.0
683,634,1,0.0
686,149,1,0.0
686,178,1,0.0
687,104,1,0.0
687,450,1,0.0
688,399,2,0.0
689,873,5,1.0
690,147,1,0.0
705,419,2,0.0
707,386,1,0.0
708,318,1,0.0
709,241,1,0.0
713,993,2,0.0
714,743,2,0.0
718,478,3,0.0
720,742,2,0.0
