user_id,item_id,rating
0,72,2.0
0,136,2.0
0,150,3.0
0,171,3.0
0,188,3.0
0,220,3.0
0,227,5.0
0,228,4.0
0,234,3.0
0,235,4.0
0,248,4.0
0,250,2.0
0,251,5.0
0,259,3.0
0,266,4.0
0,269,4.0
0,278,3.0
0,281,3.0
0,298,4.0
1,46,3.0
1,70,1.0
1,84,1.0
1,124,1.0
1,159,1.0
1,174,1.0
1,201,1.0
1,215,1.0
1,217,1.0
1,220,3.0
1,236,2.0
1,247,3.0
1,251,2.0
1,253,1.0
1,262,2.0
1,275,2.0
1,285,1.0
2,138,1.0
2,155,3.0
2,162,2.0
2,164,1.0
2,165,3.0
2,169,5.0
2,185,2.0
2,206,1.0
2,222,1.0
2,228,1.0
2,244,3.0
2,248,2.0
2,252,3.0
2,255,1.0
2,256,2.0
2,265,3.0
2,266,1.0
2,268,2.0
2,272,3.0
2,281,2.0
3,114,4.0
3,153,2.0
3,180,1.0
3,187,2.0
3,201,1.0
3,202,1.0
3,203,3.0
3,222,1.0
3,226,1.0
3,227,4.0
3,249,2.0
3,252,3.0
3,263,3.0
3,268,2.0
3,282,4.0
3,290,5.0
3,293,2.0
3,296,4.0
4,99,2.0
4,102,3.0
4,110,2.0
4,157,4.0
4,169,5.0
4,180,4.0
4,185,5.0
4,222,4.0
4,230,3.0
4,237,3.0
4,240,3.0
4,242,4.0
4,246,5.0
4,247,3.0
4,249,4.0
4,251,2.0
4,252,5.0
4,255,1.0
4,273,4.0
4,274,4.0
4,284,1.0
4,289,3.0
5,65,1.0
5,143,3.0
5,203,2.0
5,226,2.0
5,241,3.0
5,243,4.0
5,246,3.0
5,248,4.0
5,250,1.0
5,251,2.0
5,254,2.0
5,256,3.0
5,257,4.0
5,258,2.0
5,260,3.0
5,293,4.0
5,295,4.0
5,296,2.0
5,297,4.0
6,108,1.0
6,144,2.0
6,175,3.0
6,197,2.0
6,202,1.0
6,222,1.0
6,223,2.0
6,236,4.0
6,237,1.0
6,247,3.0
6,248,3.0
6,250,2.0
6,253,2.0
6,256,1.0
6,262,3.0
6,282,1.0
6,289,1.0
6,291,3.0
6,295,4.0
6,298,3.0
7,158,1.0
7,159,3.0
7,166,1.0
7,193,2.0
7,240,1.0
7,242,1.0
7,253,1.0
7,259,1.0
7,261,3.0
7,262,1.0
7,267,4.0
7,268,1.0
7,274,1.0
7,281,2.0
7,283,4.0
7,289,2.0
7,293,1.0
7,298,1.0
8,109,1.0
8,150,1.0
8,166,1.0
8,170,1.0
8,176,1.0
8,201,1.0
8,203,2.0
8,204,3.0
8,215,1.0
8,242,3.0
8,243,4.0
8,247,1.0
8,253,4.0
8,256,2.0
8,257,5.0
9,26,1.0
9,146,1.0
9,172,5.0
9,177,1.0
9,178,1.0
9,192,3.0
9,200,4.0
9,206,5.0
9,209,1.0
9,212,3.0
9,227,5.0
9,235,2.0
9,246,3.0
9,247,2.0
9,248,1.0
9,249,4.0
9,251,5.0
9,253,3.0
9,259,4.0
9,290,4.0
10,28,1.0
10,105,1.0
10,147,1.0
10,166,5.0
10,168,1.0
10,170,3.0
10,229,3.0
10,232,1.0
10,242,3.0
10,243,3.0
10,247,4.0
10,249,5.0
10,253,1.0
10,254,1.0
10,262,3.0
10,264,2.0
10,271,1.0
10,274,2.0
10,287,4.0
11,18,4.0
11,66,2.0
11,76,2.0
11,77,1.0
11,226,2.0
11,227,4.0
11,229,5.0
11,230,4.0
11,231,3.0
11,241,4.0
11,244,5.0
11,247,4.0
11,248,2.0
11,249,4.0
11,250,3.0
11,251,4.0
11,253,3.0
11,256,3.0
11,259,2.0
12,40,3.0
12,119,3.0
12,150,2.0
12,159,2.0
12,161,3.0
12,167,1.0
12,212,3.0
12,224,3.0
12,226,1.0
12,239,3.0
12,248,4.0
12,252,4.0
12,259,2.0
12,279,4.0
12,290,2.0
12,297,1.0
13,1,3.0
13,5,1.0
13,7,3.0
13,17,3.0
13,30,3.0
13,31,3.0
13,39,1.0
13,40,2.0
13,51,2.0
13,101,3.0
13,103,4.0
13,138,5.0
13,150,1.0
13,157,1.0
13,159,3.0
13,166,5.0
13,169,2.0
13,176,5.0
13,198,3.0
13,205,3.0
13,238,4.0
13,286,3.0
14,26,2.0
14,144,1.0
14,152,1.0
14,156,2.0
14,159,1.0
14,170,3.0
14,198,3.0
14,225,4.0
14,237,3.0
14,251,2.0
14,253,1.0
14,255,3.0
14,256,2.0
14,264,2.0
14,265,2.0
14,278,3.0
14,291,2.0
14,293,3.0
15,121,2.0
15,152,2.0
15,163,1.0
15,176,1.0
15,189,1.0
15,191,2.0
15,192,2.0
15,194,2.0
15,197,1.0
15,199,5.0
15,213,1.0
15,230,1.0
15,240,1.0
15,244,2.0
15,246,1.0
15,264,1.0
15,270,4.0
15,273,5.0
15,292,4.0
15,298,4.0
16,159,1.0
16,162,1.0
16,175,1.0
16,185,1.0
16,187,4.0
16,215,1.0
16,221,5.0
16,226,1.0
16,227,2.0
16,228,1.0
16,233,4.0
16,250,1.0
16,252,5.0
16,253,1.0
16,254,1.0
16,259,1.0
16,263,3.0
16,275,3.0
16,280,3.0
16,282,1.0
16,285,1.0
17,151,1.0
17,153,3.0
17,154,2.0
17,177,3.0
17,185,1.0
17,192,2.0
17,194,3.0
17,204,2.0
17,207,3.0
17,213,3.0
17,224,5.0
17,230,3.0
17,235,2.0
17,238,3.0
17,242,3.0
17,249,2.0
17,253,3.0
17,266,3.0
17,272,4.0
17,294,1.0
17,299,3.0
18,154,1.0
18,166,3.0
18,171,3.0
18,172,3.0
18,175,4.0
18,180,2.0
18,194,4.0
18,216,1.0
18,225,1.0
18,237,2.0
18,257,5.0
18,258,3.0
18,259,3.0
18,273,2.0
18,280,4.0
18,284,1.0
18,297,5.0
18,298,2.0
19,98,1.0
19,150,1.0
19,159,1.0
